Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
860,US-2020-100326,02/15/2020,02/15/2020,Same Day,CO-10792,Dave Williams,Consumer,United States,Colorado Springs,Colorado,80901,West,TEC-MA-25820184,Technology,Machines,Canon imageCLASS,17727.31,4,0.0,7591.51
861,US-2020-100326,02/15/2020,02/15/2020,Same Day,CO-10792,Dave Williams,Consumer,United States,Colorado Springs,Colorado,80901,West,TEC-PH-17971391,Technology,Phones,Cisco SPA 501G Phone,4617.9,5,0.0,178.31
862,US-2021-100327,02/09/2021,02/15/2021,Standard Class,CO-11124,Ed King,Corporate,United States,Colorado Springs,Colorado,80901,West,TEC-MA-16061598,Technology,Machines,Hewlett Packard LaserJet,4442.24,2,0.15,964.63
863,US-2021-100327,02/09/2021,02/15/2021,Standard Class,CO-11124,Ed King,Corporate,United States,Colorado Springs,Colorado,80901,West,OFF-AP-36417826,Office Supplies,Appliances,Hoover Stove,1906.76,6,0.1,752.92
864,US-2021-100328,09/09/2021,09/15/2021,Standard Class,CO-11687,Ken Lewis,Consumer,United States,Kansas City,Missouri,64101,Central,FUR-BO-36762085,Furniture,Bookcases,Sauder Classic Bookcase,2097.51,3,0.0,-225.32
865,US-2021-100328,09/09/2021,09/15/2021,Standard Class,CO-11687,Ken Lewis,Consumer,United States,Kansas City,Missouri,64101,Central,TEC-MA-94363778,Technology,Machines,Epson TM Printer,32700.97,10,0.15,-5538.36
866,US-2021-100329,03/11/2021,03/16/2021,Standard Class,CO-10552,Jennifer Evans,Consumer,United States,Birmingham,Alabama,35201,South,OFF-PA-41484495,Office Supplies,Paper,Southworth Resume Paper,933.78,3,0.3,-163.0
867,US-2021-100329,03/11/2021,03/16/2021,Standard Class,CO-10552,Jennifer Evans,Consumer,United States,Birmingham,Alabama,35201,South,OFF-PA-63005031,Office Supplies,Paper,Easy-staple Paper,288.53,2,0.0,95.72
868,US-2021-100329,03/11/2021,03/16/2021,Standard Class,CO-10552,Jennifer Evans,Consumer,United States,Birmingham,Alabama,35201,South,OFF-AR-71830104,Office Supplies,Art,Boston School Scissors,693.73,4,0.2,33.4
869,US-2021-100329,03/11/2021,03/16/2021,Standard Class,CO-10552,Jennifer Evans,Consumer,United States,Birmingham,Alabama,35201,South,FUR-FU-24354489,Furniture,Furnishings,Howard Miller Clock,3997.35,4,0.5,-268.57
870,US-2022-100330,06/28/2022,06/29/2022,First Class,CO-10386,Tim Jones,Corporate,United States,Cleveland,Ohio,44101,Central,OFF-EN-40245035,Office Supplies,Envelopes,Manila Clasp Envelopes,1613.87,5,0.0,509.67
871,US-2022-100330,06/28/2022,06/29/2022,First Class,CO-10386,Tim Jones,Corporate,United States,Cleveland,Ohio,44101,Central,OFF-ST-83179381,Office Supplies,Storage,Akro Stacking Bins,798.49,3,0.0,157.55
872,US-2020-100331,06/17/2020,06/23/2020,Standard Class,CO-11877,Steve Nelson,Consumer,United States,Knoxville,Tennessee,37901,South,FUR-TA-58320330,Furniture,Tables,Balt Solid Wood Table,702.83,1,0.2,-22.79
873,US-2021-100332,06/05/2021,06/11/2021,Standard Class,CO-11269,Mark Martin,Corporate,United States,Jersey City,New Jersey,07301,East,OFF-ST-53266078,Office Supplies,Storage,Storex File Tote,375.32,1,0.0,137.83
874,US-2021-100332,06/05/2021,06/11/2021,Standard Class,CO-11269,Mark Martin,Corporate,United States,Jersey City,New Jersey,07301,East,OFF-EN-35687139,Office Supplies,Envelopes,Manila Clasp Envelopes,1118.33,6,0.0,377.52
875,US-2021-100332,06/05/2021,06/11/2021,Standard Class,CO-11269,Mark Martin,Corporate,United States,Jersey City,New Jersey,07301,East,OFF-FA-55544667,Office Supplies,Fasteners,OIC Binder Clips,1445.34,6,0.0,103.2
876,US-2021-100333,11/19/2021,11/20/2021,First Class,CO-11203,Kate Turner,Corporate,United States,Tacoma,Washington,98401,West,TEC-MA-37149854,Technology,Machines,Canon imageCLASS,5403.11,1,0.0,-774.85
877,US-2022-100334,08/27/2022,09/02/2022,Standard Class,CO-10858,Hannah Roberts,Corporate,United States,Orlando,Florida,32801,South,OFF-AR-81392531,Office Supplies,Art,Dixon Prang Crayons,3242.07,7,0.0,119.24
878,US-2022-100334,08/27/2022,09/02/2022,Standard Class,CO-10858,Hannah Roberts,Corporate,United States,Orlando,Florida,32801,South,TEC-AC-40576969,Technology,Accessories,Targus Backpack,2731.81,1,0.0,-242.77
879,US-2022-100334,08/27/2022,09/02/2022,Standard Class,CO-10858,Hannah Roberts,Corporate,United States,Orlando,Florida,32801,South,TEC-AC-10111597,Technology,Accessories,Belkin USB Cable,13242.18,7,0.15,-305.02
880,US-2022-100334,08/27/2022,09/02/2022,Standard Class,CO-10858,Hannah Roberts,Corporate,United States,Orlando,Florida,32801,South,OFF-PA-66430140,Office Supplies,Paper,Southworth Resume Paper,483.36,2,0.3,-69.07
881,US-2022-100335,05/08/2022,05/11/2022,Second Class,CO-11155,Victor Johnson,Corporate,United States,Indianapolis,Indiana,46201,Central,TEC-CO-57918862,Technology,Copiers,Sharp Digital Copier,16838.04,3,0.1,7446.83
882,US-2022-100335,05/08/2022,05/11/2022,Second Class,CO-11155,Victor Johnson,Corporate,United States,Indianapolis,Indiana,46201,Central,OFF-AR-57915342,Office Supplies,Art,Fiskars Scissors,391.48,1,0.1,174.92
883,US-2020-100336,06/26/2020,07/03/2020,Standard Class,CO-11248,Helen Baker,Consumer,United States,New Haven,Connecticut,06501,East,TEC-CO-83143807,Technology,Copiers,Brother Copier,11341.69,2,0.15,-1934.85
884,US-2020-100336,06/26/2020,07/03/2020,Standard Class,CO-11248,Helen Baker,Consumer,United States,New Haven,Connecticut,06501,East,TEC-CO-21687988,Technology,Copiers,Sharp Digital Copier,3162.59,3,0.0,1207.44
885,US-2020-100336,06/26/2020,07/03/2020,Standard Class,CO-11248,Helen Baker,Consumer,United States,New Haven,Connecticut,06501,East,FUR-TA-20542374,Furniture,Tables,Bretford CR4500 Table,847.64,1,0.0,-95.22
886,US-2020-100336,06/26/2020,07/03/2020,Standard Class,CO-11248,Helen Baker,Consumer,United States,New Haven,Connecticut,06501,East,OFF-BI-61232442,Office Supplies,Binders,Cardinal Slant-D Binder,912.47,7,0.0,384.33
887,US-2020-100336,06/26/2020,07/03/2020,Standard Class,CO-11248,Helen Baker,Consumer,United States,New Haven,Connecticut,06501,East,OFF-AP-59029440,Office Supplies,Appliances,Eureka Disposable Bags,361.35,5,0.15,117.34
888,US-2023-100337,11/06/2023,11/13/2023,Standard Class,HO-10994,Tom Green,Home Office,United States,San Antonio,Texas,78201,Central,OFF-LA-16867526,Office Supplies,Labels,Avery Round Labels,344.61,1,0.2,-11.47
889,US-2021-100338,05/17/2021,05/24/2021,Standard Class,HO-11838,Brian Young,Home Office,United States,Phoenix,Arizona,85001,West,OFF-AR-71418713,Office Supplies,Art,Boston School Scissors,795.5,2,0.0,178.12
890,US-2021-100338,05/17/2021,05/24/2021,Standard Class,HO-11838,Brian Young,Home Office,United States,Phoenix,Arizona,85001,West,OFF-AR-28674894,Office Supplies,Art,Dixon Prang Crayons,525.98,2,0.15,76.8
891,US-2021-100338,05/17/2021,05/24/2021,Standard Class,HO-11838,Brian Young,Home Office,United States,Phoenix,Arizona,85001,West,TEC-AC-65362459,Technology,Accessories,SanDisk USB Drive,20499.9,5,0.15,6439.59
892,US-2020-100339,11/02/2020,11/02/2020,Same Day,CO-10422,Dave Thomas,Consumer,United States,Springfield,Massachusetts,01101,East,FUR-TA-50571791,Furniture,Tables,Bevis Round Table,9227.48,6,0.0,1325.53
893,US-2020-100339,11/02/2020,11/02/2020,Same Day,CO-10422,Dave Thomas,Consumer,United States,Springfield,Massachusetts,01101,East,FUR-TA-14641154,Furniture,Tables,KI Adjustable Table,1797.57,1,0.0,66.01
894,US-2020-100339,11/02/2020,11/02/2020,Same Day,CO-10422,Dave Thomas,Consumer,United States,Springfield,Massachusetts,01101,East,TEC-MA-83767051,Technology,Machines,Epson TM Printer,12888.69,3,0.3,-783.48
895,US-2020-100340,11/02/2020,11/05/2020,Second Class,CO-11429,Brian Scott,Consumer,United States,Mesa,Arizona,85201,West,OFF-EN-54849849,Office Supplies,Envelopes,#10 White Envelopes,494.03,3,0.2,158.69
896,US-2020-100341,05/27/2020,06/02/2020,Standard Class,CO-11167,Wendy Parker,Corporate,United States,Minneapolis,Minnesota,55401,Central,OFF-FA-29217558,Office Supplies,Fasteners,OIC Binder Clips,103.02,1,0.0,26.79
897,US-2020-100341,05/27/2020,06/02/2020,Standard Class,CO-11167,Wendy Parker,Corporate,United States,Minneapolis,Minnesota,55401,Central,FUR-BO-71109746,Furniture,Bookcases,Hon Metal Bookcase,10268.7,6,0.0,963.23
898,US-2020-100341,05/27/2020,06/02/2020,Standard Class,CO-11167,Wendy Parker,Corporate,United States,Minneapolis,Minnesota,55401,Central,OFF-ST-93926831,Office Supplies,Storage,Akro Stacking Bins,229.66,3,0.15,-6.02
899,US-2020-100341,05/27/2020,06/02/2020,Standard Class,CO-11167,Wendy Parker,Corporate,United States,Minneapolis,Minnesota,55401,Central,TEC-CO-61129282,Technology,Copiers,Xerox WorkCentre,11551.9,5,0.0,-1811.61
900,US-2020-100341,05/27/2020,06/02/2020,Standard Class,CO-11167,Wendy Parker,Corporate,United States,Minneapolis,Minnesota,55401,Central,FUR-FU-36343926,Furniture,Furnishings,Howard Miller Clock,2037.83,2,0.1,-2.19
901,US-2020-100342,08/26/2020,09/02/2020,Standard Class,CO-10962,Rachel Turner,Corporate,United States,Birmingham,Alabama,35201,South,OFF-EN-74654343,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,239.14,2,0.0,97.92
902,US-2020-100342,08/26/2020,09/02/2020,Standard Class,CO-10962,Rachel Turner,Corporate,United States,Birmingham,Alabama,35201,South,OFF-BI-23872512,Office Supplies,Binders,Acco Pressboard Covers,242.21,1,0.15,82.79
903,US-2020-100342,08/26/2020,09/02/2020,Standard Class,CO-10962,Rachel Turner,Corporate,United States,Birmingham,Alabama,35201,South,OFF-ST-72818252,Office Supplies,Storage,Rogers File Cart,952.33,5,0.5,-193.45
904,US-2020-100342,08/26/2020,09/02/2020,Standard Class,CO-10962,Rachel Turner,Corporate,United States,Birmingham,Alabama,35201,South,OFF-EN-40852433,Office Supplies,Envelopes,#10 White Envelopes,73.41,4,0.2,5.46
905,US-2020-100342,08/26/2020,09/02/2020,Standard Class,CO-10962,Rachel Turner,Corporate,United States,Birmingham,Alabama,35201,South,OFF-PA-26268510,Office Supplies,Paper,HP Office Paper,428.3,2,0.0,84.28
906,US-2023-100343,05/08/2023,05/09/2023,First Class,CO-10750,Kate Scott,Corporate,United States,Virginia Beach,Virginia,23450,East,OFF-LA-82311526,Office Supplies,Labels,Avery 510 Labels,1677.83,6,0.0,303.18
907,US-2023-100343,05/08/2023,05/09/2023,First Class,CO-10750,Kate Scott,Corporate,United States,Virginia Beach,Virginia,23450,East,OFF-EN-73174271,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,186.0,2,0.2,6.6
908,US-2023-100343,05/08/2023,05/09/2023,First Class,CO-10750,Kate Scott,Corporate,United States,Virginia Beach,Virginia,23450,East,OFF-EN-41755668,Office Supplies,Envelopes,Manila Clasp Envelopes,313.03,2,0.1,136.32
909,US-2022-100344,04/18/2022,04/19/2022,First Class,CO-10882,Craig Miller,Corporate,United States,Louisville,Kentucky,40201,South,OFF-AP-22002333,Office Supplies,Appliances,Acco 7-Outlet Surge,273.62,2,0.1,46.29
910,US-2023-100345,12/26/2023,01/02/2024,Standard Class,CO-10082,Craig Williams,Consumer,United States,Nashville,Tennessee,37201,South,OFF-FA-69166966,Office Supplies,Fasteners,Acco Brass Fasteners,1312.21,6,0.0,94.88
911,US-2023-100345,12/26/2023,01/02/2024,Standard Class,CO-10082,Craig Williams,Consumer,United States,Nashville,Tennessee,37201,South,OFF-ST-38891437,Office Supplies,Storage,Storex File Tote,40.88,10,0.2,2.04
912,US-2023-100345,12/26/2023,01/02/2024,Standard Class,CO-10082,Craig Williams,Consumer,United States,Nashville,Tennessee,37201,South,TEC-AC-22248270,Technology,Accessories,Belkin USB Cable,3332.29,3,0.3,-997.11
913,US-2023-100345,12/26/2023,01/02/2024,Standard Class,CO-10082,Craig Williams,Consumer,United States,Nashville,Tennessee,37201,South,TEC-PH-39363056,Technology,Phones,Cisco SPA 501G Phone,5754.09,2,0.0,-681.97
914,US-2021-100346,08/23/2021,08/23/2021,Same Day,CO-11426,Kate Perez,Corporate,United States,Saint Paul,Minnesota,55101,Central,OFF-PA-70474473,Office Supplies,Paper,Hammermill Color Copy,356.41,1,0.15,100.57
915,US-2023-100347,10/24/2023,10/29/2023,Standard Class,CO-10343,Tracy Lopez,Corporate,United States,Kansas City,Missouri,64101,Central,FUR-CH-55618418,Furniture,Chairs,Global Troy Executive Chair,395.18,2,0.2,-54.91
916,US-2023-100347,10/24/2023,10/29/2023,Standard Class,CO-10343,Tracy Lopez,Corporate,United States,Kansas City,Missouri,64101,Central,TEC-AC-84901379,Technology,Accessories,Imation USB Flash Drive,4179.76,4,0.1,78.83
917,US-2023-100347,10/24/2023,10/29/2023,Standard Class,CO-10343,Tracy Lopez,Corporate,United States,Kansas City,Missouri,64101,Central,FUR-TA-55633295,Furniture,Tables,KI Adjustable Table,712.75,2,0.0,141.59
918,US-2022-100348,02/18/2022,02/23/2022,Standard Class,CO-10654,Greg Campbell,Consumer,United States,Springfield,Massachusetts,01101,East,OFF-LA-26660146,Office Supplies,Labels,Avery Round Labels,41.67,4,0.0,14.21
919,US-2022-100348,02/18/2022,02/23/2022,Standard Class,CO-10654,Greg Campbell,Consumer,United States,Springfield,Massachusetts,01101,East,TEC-CO-92406646,Technology,Copiers,HP Designjet Plotter,264.2,2,0.0,86.32
920,US-2022-100348,02/18/2022,02/23/2022,Standard Class,CO-10654,Greg Campbell,Consumer,United States,Springfield,Massachusetts,01101,East,TEC-AC-64233007,Technology,Accessories,Logitech Wireless Mouse,1964.05,2,0.0,401.52
921,US-2020-100349,02/15/2020,02/17/2020,First Class,HO-10788,Brian White,Home Office,United States,Newark,New Jersey,07101,East,FUR-CH-33599376,Furniture,Chairs,Office Star Chair,96.43,2,0.15,-0.97
922,US-2021-100350,11/01/2021,11/01/2021,Same Day,CO-10870,Rick Robinson,Consumer,United States,Colorado Springs,Colorado,80901,West,OFF-EN-26681715,Office Supplies,Envelopes,Manila Clasp Envelopes,366.78,1,0.0,63.93
923,US-2021-100350,11/01/2021,11/01/2021,Same Day,CO-10870,Rick Robinson,Consumer,United States,Colorado Springs,Colorado,80901,West,TEC-MA-74172741,Technology,Machines,Hewlett Packard LaserJet,5341.09,1,0.1,758.94
924,US-2021-100351,03/21/2021,03/25/2021,Second Class,CO-10744,Tracy Davis,Consumer,United States,Jersey City,New Jersey,07301,East,FUR-BO-92868486,Furniture,Bookcases,Atlantic Metals Bookcase,3591.63,3,0.0,-155.88
925,US-2020-100352,11/03/2020,11/06/2020,Second Class,CO-10294,Jim Lopez,Consumer,United States,Las Vegas,Nevada,89101,West,FUR-FU-43327427,Furniture,Furnishings,Artistic Wall Frame,1817.96,2,0.0,314.99
926,US-2020-100352,11/03/2020,11/06/2020,Second Class,CO-10294,Jim Lopez,Consumer,United States,Las Vegas,Nevada,89101,West,FUR-BO-52245952,Furniture,Bookcases,Bush Somerset Bookcase,2103.7,3,0.3,-97.59
927,US-2020-100353,02/08/2020,02/14/2020,Standard Class,CO-11660,Tim Wilson,Consumer,United States,Tucson,Arizona,85701,West,OFF-FA-44675447,Office Supplies,Fasteners,Advantus Paper Clips,431.03,1,0.0,112.47
928,US-2020-100353,02/08/2020,02/14/2020,Standard Class,CO-11660,Tim Wilson,Consumer,United States,Tucson,Arizona,85701,West,FUR-BO-83917671,Furniture,Bookcases,Hon Metal Bookcase,2965.18,4,0.0,112.45
929,US-2020-100353,02/08/2020,02/14/2020,Standard Class,CO-11660,Tim Wilson,Consumer,United States,Tucson,Arizona,85701,West,OFF-LA-90263451,Office Supplies,Labels,Avery Round Labels,393.67,2,0.0,163.65
930,US-2023-100354,01/08/2023,01/09/2023,First Class,CO-10706,Adam Parker,Corporate,United States,Provo,Utah,84601,West,FUR-BO-48844731,Furniture,Bookcases,Bush Somerset Bookcase,1374.02,4,0.1,192.97
931,US-2022-100355,03/14/2022,03/20/2022,Standard Class,CO-11353,Ken Wilson,Corporate,United States,Rochester,New York,14601,East,OFF-BI-93107041,Office Supplies,Binders,Wilson Jones Binder,341.79,2,0.15,65.37
932,US-2020-100356,04/21/2020,04/26/2020,Standard Class,CO-10454,Dean Walker,Consumer,United States,Seattle,Washington,98101,West,FUR-BO-99050701,Furniture,Bookcases,Sauder Classic Bookcase,2100.07,3,0.5,-354.2
933,US-2020-100356,04/21/2020,04/26/2020,Standard Class,CO-10454,Dean Walker,Consumer,United States,Seattle,Washington,98101,West,TEC-AC-45941549,Technology,Accessories,Belkin USB Cable,30817.81,9,0.0,7237.26
934,US-2022-100357,10/07/2022,10/13/2022,Standard Class,HO-11541,Tom Mitchell,Home Office,United States,Norfolk,Virginia,23501,East,OFF-BI-56450800,Office Supplies,Binders,Acco Pressboard Covers,709.3,2,0.0,249.68
935,US-2022-100357,10/07/2022,10/13/2022,Standard Class,HO-11541,Tom Mitchell,Home Office,United States,Norfolk,Virginia,23501,East,OFF-ST-82280807,Office Supplies,Storage,Storex File Tote,346.42,2,0.4,-123.72
936,US-2022-100357,10/07/2022,10/13/2022,Standard Class,HO-11541,Tom Mitchell,Home Office,United States,Norfolk,Virginia,23501,East,FUR-BO-37293692,Furniture,Bookcases,Sauder Classic Bookcase,2388.19,2,0.3,-316.8
937,US-2020-100358,11/22/2020,11/23/2020,First Class,CO-10744,Hannah Rodriguez,Consumer,United States,Albany,New York,12201,East,OFF-AP-42429394,Office Supplies,Appliances,Acco 7-Outlet Surge,389.46,1,0.1,119.19
938,US-2020-100358,11/22/2020,11/23/2020,First Class,CO-10744,Hannah Rodriguez,Consumer,United States,Albany,New York,12201,East,TEC-CO-19933326,Technology,Copiers,Canon Color Copier,2370.22,1,0.0,51.72
939,US-2022-100359,05/12/2022,05/19/2022,Standard Class,CO-10421,Zach Moore,Consumer,United States,Boston,Massachusetts,02101,East,FUR-FU-98163294,Furniture,Furnishings,Dana Lighting Lamp,384.65,2,0.0,62.54
940,US-2020-100360,02/21/2020,02/28/2020,Standard Class,CO-11634,Diana Parker,Corporate,United States,Dallas,Texas,75201,Central,OFF-FA-72508194,Office Supplies,Fasteners,Acco Brass Fasteners,368.61,3,0.0,140.63
941,US-2023-100361,10/20/2023,10/27/2023,Standard Class,CO-10639,Ben Young,Corporate,United States,Indianapolis,Indiana,46201,Central,TEC-CO-74337809,Technology,Copiers,Sharp Digital Copier,4907.92,1,0.0,2188.31
942,US-2020-100362,06/10/2020,06/14/2020,Second Class,CO-10693,Tony Green,Consumer,United States,Cincinnati,Ohio,45201,Central,OFF-EN-19204994,Office Supplies,Envelopes,Manila Clasp Envelopes,335.49,1,0.2,122.63
943,US-2020-100362,06/10/2020,06/14/2020,Second Class,CO-10693,Tony Green,Consumer,United States,Cincinnati,Ohio,45201,Central,OFF-AR-61792863,Office Supplies,Art,Boston School Scissors,276.34,1,0.0,-4.81
944,US-2020-100362,06/10/2020,06/14/2020,Second Class,CO-10693,Tony Green,Consumer,United States,Cincinnati,Ohio,45201,Central,FUR-TA-99666185,Furniture,Tables,Balt Solid Wood Table,4907.11,5,0.0,85.13
945,US-2020-100362,06/10/2020,06/14/2020,Second Class,CO-10693,Tony Green,Consumer,United States,Cincinnati,Ohio,45201,Central,TEC-AC-60154181,Technology,Accessories,SanDisk USB Drive,4813.12,2,0.1,1138.49
946,US-2023-100363,04/22/2023,04/24/2023,First Class,CO-11257,Chris Phillips,Consumer,United States,Springfield,Illinois,62701,Central,FUR-TA-81026427,Furniture,Tables,Chromcraft Table,1038.48,2,0.0,52.31
947,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,OFF-PA-29933946,Office Supplies,Paper,Southworth Resume Paper,869.37,8,0.0,89.29
948,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,OFF-LA-72414466,Office Supplies,Labels,Avery Round Labels,169.02,1,0.0,11.24
949,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,TEC-AC-14512781,Technology,Accessories,Belkin USB Cable,737.79,1,0.1,40.58
950,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,FUR-CH-56628190,Furniture,Chairs,Global Troy Executive Chair,1002.48,3,0.4,-374.47
951,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,OFF-FA-75516953,Office Supplies,Fasteners,OIC Binder Clips,485.86,2,0.15,201.15
952,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,OFF-FA-99871507,Office Supplies,Fasteners,Advantus Paper Clips,436.61,1,0.1,80.36
953,US-2021-100364,07/15/2021,07/20/2021,Standard Class,CO-11210,Mark Rodriguez,Consumer,United States,Denver,Colorado,80201,West,TEC-AC-40558092,Technology,Accessories,Belkin USB Cable,62794.52,9,0.0,13771.39
954,US-2021-100365,09/15/2021,09/20/2021,Standard Class,CO-11904,Jack Campbell,Consumer,United States,Reno,Nevada,89501,West,FUR-CH-21779676,Furniture,Chairs,Novimex Swivel Chair,1467.57,5,0.15,226.47
955,US-2021-100365,09/15/2021,09/20/2021,Standard Class,CO-11904,Jack Campbell,Consumer,United States,Reno,Nevada,89501,West,FUR-FU-32271156,Furniture,Furnishings,Howard Miller Clock,682.06,2,0.15,-67.65
956,US-2020-100366,06/29/2020,07/03/2020,Second Class,HO-10849,Tom Carter,Home Office,United States,Provo,Utah,84601,West,OFF-ST-93305884,Office Supplies,Storage,Rogers File Cart,2787.83,6,0.0,931.94
957,US-2020-100366,06/29/2020,07/03/2020,Second Class,HO-10849,Tom Carter,Home Office,United States,Provo,Utah,84601,West,OFF-EN-16665472,Office Supplies,Envelopes,Manila Clasp Envelopes,57.38,1,0.3,-0.05
958,US-2021-100367,03/30/2021,04/01/2021,First Class,CO-10716,Alice Moore,Corporate,United States,Hartford,Connecticut,06101,East,TEC-AC-49708040,Technology,Accessories,Belkin USB Cable,1272.09,3,0.2,518.95
959,US-2021-100367,03/30/2021,04/01/2021,First Class,CO-10716,Alice Moore,Corporate,United States,Hartford,Connecticut,06101,East,OFF-AP-40004368,Office Supplies,Appliances,Hoover Stove,1071.89,4,0.4,-43.6
960,US-2021-100367,03/30/2021,04/01/2021,First Class,CO-10716,Alice Moore,Corporate,United States,Hartford,Connecticut,06101,East,TEC-AC-87509511,Technology,Accessories,SanDisk USB Drive,8249.76,6,0.0,-725.42
961,US-2021-100367,03/30/2021,04/01/2021,First Class,CO-10716,Alice Moore,Corporate,United States,Hartford,Connecticut,06101,East,OFF-FA-38106480,Office Supplies,Fasteners,OIC Binder Clips,1311.57,4,0.1,505.49
962,US-2022-100368,01/22/2022,01/28/2022,Standard Class,CO-10434,Zach Fisher,Consumer,United States,Newark,New Jersey,07101,East,OFF-LA-33303690,Office Supplies,Labels,Avery Round Labels,201.48,3,0.0,7.77
963,US-2022-100368,01/22/2022,01/28/2022,Standard Class,CO-10434,Zach Fisher,Consumer,United States,Newark,New Jersey,07101,East,OFF-FA-99568348,Office Supplies,Fasteners,OIC Binder Clips,643.98,13,0.15,-15.54
964,US-2022-100368,01/22/2022,01/28/2022,Standard Class,CO-10434,Zach Fisher,Consumer,United States,Newark,New Jersey,07101,East,FUR-FU-91356054,Furniture,Furnishings,Artistic Wall Frame,3635.79,9,0.0,-195.55
965,US-2020-100369,04/09/2020,04/15/2020,Standard Class,CO-11585,Greg Turner,Corporate,United States,Stamford,Connecticut,06901,East,TEC-MA-49649444,Technology,Machines,Epson TM Printer,1703.23,1,0.0,705.54
966,US-2020-100369,04/09/2020,04/15/2020,Standard Class,CO-11585,Greg Turner,Corporate,United States,Stamford,Connecticut,06901,East,FUR-CH-67039853,Furniture,Chairs,Global Troy Executive Chair,7126.14,6,0.2,738.35
967,US-2020-100369,04/09/2020,04/15/2020,Standard Class,CO-11585,Greg Turner,Corporate,United States,Stamford,Connecticut,06901,East,TEC-PH-26978919,Technology,Phones,Cisco SPA 501G Phone,2911.74,1,0.3,122.05
968,US-2023-100370,03/03/2023,03/10/2023,Standard Class,CO-10671,Diana Smith,Corporate,United States,Milwaukee,Wisconsin,53201,Central,OFF-BI-14645399,Office Supplies,Binders,Avery Binder,456.56,3,0.15,150.24
969,US-2023-100370,03/03/2023,03/10/2023,Standard Class,CO-10671,Diana Smith,Corporate,United States,Milwaukee,Wisconsin,53201,Central,TEC-PH-56087711,Technology,Phones,AT&T CL2909 Phone,44217.68,8,0.0,-6327.75
970,US-2023-100370,03/03/2023,03/10/2023,Standard Class,CO-10671,Diana Smith,Corporate,United States,Milwaukee,Wisconsin,53201,Central,FUR-CH-30068893,Furniture,Chairs,Novimex Swivel Chair,3678.93,4,0.0,136.65
971,US-2023-100370,03/03/2023,03/10/2023,Standard Class,CO-10671,Diana Smith,Corporate,United States,Milwaukee,Wisconsin,53201,Central,FUR-TA-59155936,Furniture,Tables,Bevis Round Table,2043.41,2,0.2,94.5
972,US-2023-100370,03/03/2023,03/10/2023,Standard Class,CO-10671,Diana Smith,Corporate,United States,Milwaukee,Wisconsin,53201,Central,FUR-BO-10677510,Furniture,Bookcases,Hon Metal Bookcase,1021.4,1,0.4,-205.42
973,US-2021-100371,12/04/2021,12/09/2021,Standard Class,CO-10401,Aaron Jackson,Consumer,United States,Stamford,Connecticut,06901,East,OFF-AR-98988163,Office Supplies,Art,Sanford Markers,1104.63,3,0.1,310.99
974,US-2021-100371,12/04/2021,12/09/2021,Standard Class,CO-10401,Aaron Jackson,Consumer,United States,Stamford,Connecticut,06901,East,OFF-FA-37194802,Office Supplies,Fasteners,Acco Brass Fasteners,5117.26,14,0.0,4.84
975,US-2020-100372,10/30/2020,11/03/2020,Second Class,CO-10612,Ben Scott,Consumer,United States,Nashville,Tennessee,37201,South,TEC-CO-77145981,Technology,Copiers,Xerox WorkCentre,8121.37,5,0.0,3943.69
976,US-2020-100372,10/30/2020,11/03/2020,Second Class,CO-10612,Ben Scott,Consumer,United States,Nashville,Tennessee,37201,South,OFF-LA-65418030,Office Supplies,Labels,Avery Address Labels,324.32,3,0.1,75.5
977,US-2020-100372,10/30/2020,11/03/2020,Second Class,CO-10612,Ben Scott,Consumer,United States,Nashville,Tennessee,37201,South,FUR-TA-66046205,Furniture,Tables,Balt Solid Wood Table,3095.79,2,0.0,407.88
978,US-2020-100372,10/30/2020,11/03/2020,Second Class,CO-10612,Ben Scott,Consumer,United States,Nashville,Tennessee,37201,South,TEC-AC-26910623,Technology,Accessories,Targus Backpack,1560.94,1,0.15,92.16
979,US-2020-100372,10/30/2020,11/03/2020,Second Class,CO-10612,Ben Scott,Consumer,United States,Nashville,Tennessee,37201,South,FUR-TA-73622157,Furniture,Tables,Balt Solid Wood Table,2173.9,3,0.5,-821.34
980,US-2020-100372,10/30/2020,11/03/2020,Second Class,CO-10612,Ben Scott,Consumer,United States,Nashville,Tennessee,37201,South,OFF-ST-21161667,Office Supplies,Storage,Akro Stacking Bins,76.31,2,0.15,9.93
